Pos,act,x,y,v,a,Duration,Gradient,SOC,Power,Energy,F_load,F_traction,Wind,dt,Brake,Throttle,Power,Torque,dt_Energy_wh,Total_Reward,dt_Time_reward,dt_Energy_reward,dt_Position_reward
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8164965782060707,0.0,1.0,0.0,180.0,0.0,-0.6164965782060707,-0.8164965782060707,-0.0,0.2
1.0,1.0,0.0,0.0,2.4494897346182123,3.0,0.8164965782060707,0.0,0.5,0.0,0.0,0.0,6000.0,0.0,0.33953199425561953,0.0,1.0,14.696938407709272,180.0,1.3861335575059828,-1.5256655517616025,-0.33953199425561953,-1.3861335575059828,0.2
2.0,1.0,1.0,0.0,3.4409713289494257,2.9201418750091874,1.15602857246169,0.0,0.4998613866442494,14.696938407709272,0.0013861335575059827,159.716249981625,6000.0,0.0,0.26159250445352356,0.0,1.0,20.64582797369656,180.0,1.5002205128210828,-1.5618130172746063,-0.26159250445352356,-1.5002205128210828,0.2
3.0,1.0,2.0,0.0,4.204507644699444,2.918800434840722,1.4176210769152138,0.0,0.4997113645929673,20.64582797369656,0.002886354070327065,162.39913031855576,6000.0,0.0,0.22090884647723905,0.0,1.0,25.22704586819666,180.0,1.5480215563254789,-1.568930402802718,-0.22090884647723905,-1.5480215563254789,0.2
4.0,1.0,3.0,0.0,4.849000281986418,2.9174596108960196,1.6385299233924528,0.0,0.4995565624373347,25.22704586819666,0.004434375626652544,165.08077820796063,6000.0,0.0,0.1948158187774626,0.0,1.0,29.094001691918507,180.0,1.574436600312218,-1.5692524190896808,-0.1948158187774626,-1.574436600312218,0.2
5.0,1.0,4.0,0.0,5.417106471113705,2.916119402892185,1.8333457421699155,0.0,0.4993991187773035,29.094001691918507,0.006008812226964762,167.7611942156298,6000.0,0.0,0.17624368212512848,0.0,1.0,32.50263882668222,180.0,1.5912179848882335,-1.567461667013362,-0.17624368212512848,-1.5912179848882335,0.2
6.0,1.0,5.0,0.0,5.930817997508374,2.9147798105463294,2.009589424295044,0.0,0.49923999697881466,32.50263882668222,0.007600030211852995,170.4403789073411,6000.0,0.0,0.16215263275207115,0.0,1.0,35.58490798505024,180.0,1.602829587782249,-1.56498222053432,-0.16215263275207115,-1.602829587782249,0.2
7.0,1.0,6.0,0.0,6.403240099040056,2.9134408335756614,2.171742057047115,0.0,0.4990797140200364,35.58490798505024,0.009202859799635244,173.11833284867714,6000.0,0.0,0.1509870402752636,0.0,1.0,38.419440594240335,180.0,1.6113437845432397,-1.5623308248185033,-0.1509870402752636,-1.6113437845432397,0.2
8.0,1.0,7.0,0.0,6.8429298322199426,2.9121024716975072,2.322729097322379,0.0,0.4989185796415821,38.419440594240335,0.010814203584178485,175.79505660498535,6000.0,0.0,0.14185634473873637,0.0,1.0,41.05757899331966,180.0,1.6178550221706263,-1.5597113669093627,-0.14185634473873637,-1.6178550221706263,0.2
9.0,1.0,8.0,0.0,7.2558402764503125,2.910764724629318,2.4645854420611153,0.0,0.498756794139365,41.05757899331966,0.01243205860634911,178.47055074136497,6000.0,0.0,0.1342088094396787,0.0,1.0,43.53504165870188,180.0,1.622996141644776,-1.5572049510844548,-0.1342088094396787,-1.622996141644776,0.2
